taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,created,modified,reference,source,majorGroup,tplID
wfo-0001250535,urn:lsid:ipni.org:names:932267-1,50156167,Rhododendron kangdingense,species,,Z.J.Zhao,Ericaceae,Ericoideae,,,Rhododendron,Rhododendron,kangdingense,,species,Valid,"Bull. Bot. Res., Harbin 7(3): 61 (1987)",Synonym,wfo-0001250536,,,"Source in seed data: tro Update namepublishedIn from Bull. Bot. Res., Harbin 7(3): 61–62, photo 4 1987 to Bull. Bot. Res., Harbin 7(3): 61 (1987), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001250535,The Ericaceae TEN,A,tro-50156167
wfo-0000400700,urn:lsid:ipni.org:names:940956-1,557641,Rhododendron japonoheptamerum,species,wfo-1000002603,Kitam.,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,japonoheptamerum,,species,Valid,Acta Phytotax. Geobot. 38: 382 (1987),Accepted,,,,"Source in seed data: ksu Update namepublishedIn from Acta Phytotax. Geobot. 38: 382 1987 to Acta Phytotax. Geobot. 38: 382 (1987), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000400700,The Ericaceae TEN,A,kew-2419481
wfo-0001229802,urn:lsid:ipni.org:names:333268-1,50060780,Rhododendron rufohirtum,species,wfo-1200001570,Hand.-Mazz.,Ericaceae,Ericoideae,,,Rhododendron,Azaleastrum,rufohirtum,,species,Valid,"Anz. Akad. Wiss. Wien, Math.-Naturwiss. Kl. 58: 153 (1921)",Accepted,,,,"Source in seed data: tro Update namepublishedIn from Akad. Wiss. Wien, Math.-Naturwiss. Kl., Anz. 58: 153 1921 to Anz. Akad. Wiss. Wien, Math.-Naturwiss. Kl. 58: 153 (1921), information provided by Alan E. on email Jun. 07 2021 More details could be foun",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001229802,The Ericaceae TEN,A,tro-50060780
wfo-0001229866,urn:lsid:ipni.org:names:900773-1,50060864,Rhododendron jinpingense,species,wfo-1200001570,W.P.Fang & M.Y.He,Ericaceae,Ericoideae,,,Rhododendron,Azaleastrum,jinpingense,,species,Valid,"Bull. Bot. Res., Harbin 2(2): 85 (1982)",Accepted,,,,"Source in seed data: tro Update namepublishedIn from Bull. Bot. Res., Harbin 2(2): 85–86, pl. 4 1982 to Bull. Bot. Res., Harbin 2(2): 85 (1982), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001229866,The Ericaceae TEN,A,tro-50060864
wfo-0000557865,urn:lsid:ipni.org:names:27657-2,799188,Azalea nudiflora var. partita,variety,,Aiton,Ericaceae,Ericoideae,,,Azalea,Hymenanthes,nudiflora,partita,variety,Valid,Hort. Kew. 1: 203 (1789),Synonym,wfo-0001047079,,,"Source in seed data: cmp Update namepublishedIn from Hort. Kew. 1: 203 1789 to Hort. Kew. 1: 203 (1789), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2667189 >T",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000557865,The Ericaceae TEN,A,kew-2667189
wfo-0001388289,urn:lsid:ipni.org:names:917251-1,ten:padme.rbge.org.uk:ericaceae15575,Rhododendron naamkwanense var. cryptonerve,variety,wfo-0001047943,P.C.Tam,Ericaceae,Ericoideae,,,Rhododendron,Azaleastrum,naamkwanense,cryptonerve,variety,Valid,"Bull. Bot. Res., Harbin 2(1): 94 (1982)",Accepted,,,,"Source in seed data: ipni Update namepublishedIn from Bull. Bot. Res., Harbin 2(1): 94. 1982 to Bull. Bot. Res., Harbin 2(1): 94 (1982), information provided by Alan E. on email Jun. 07 2021",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001388289,The Ericaceae TEN,A,
wfo-0000400326,urn:lsid:ipni.org:names:333034-1,556899,Rhododendron pallidum,species,,(Turcz.) Dümmer,Ericaceae,Ericoideae,,,Rhododendron,Rhododendron,pallidum,,species,Valid,"Gard. Chron. , ser. 3, 53: 264 (1913)",Synonym,wfo-0000399947,,,"Source in seed data: ksu Updated scientificnameAuthorship from (Turcz.) Dümmer to Dümmer, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2418711 >The Plant List",2022-04-16,2025-05-22,https://padme.rbge.org.uk/wfo/wfo-0000400326,The Ericaceae TEN,A,kew-2418711
wfo-0001324466,urn:lsid:ipni.org:names:219443-2,ten:padme.rbge.org.uk:ericaceae14954,Rhododendron atlanticum f. luteoalbum,form,,(Coker) Fernald,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,atlanticum,luteoalbum,form,Valid,Rhodora 43: 622 (1941),Synonym,wfo-0001047062,wfo-0001379298,,"Source in seed data: ipni Updated majorGroup from to A, information provided by Alan E. on email Mar 08 2021",2022-04-16,2025-02-05,https://padme.rbge.org.uk/wfo/wfo-0001324466,The Ericaceae TEN,A,
wfo-0001048818,urn:lsid:ipni.org:names:50976447-1,12304929,Rhododendron sanguineum subsp. mesaeum,subspecies,,Balf.f. ex Cowan,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,sanguineum,mesaeum,subspecies,Valid,Notes Roy. Bot. Gard. Edinburgh 20(97): 70 1940,Synonym,wfo-0001229652,,,"Source in seed data: tro TEN data. Leave as is, information provided by Alan E. on email Oct. 14 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-12304929 >The Plant List v.1.1.</a> Originally in <a href=http://ww",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001048818,The Ericaceae TEN,A,tro-12304929
wfo-1000040525,urn:lsid:ipni.org:names:77348618-1,ten:padme.rbge.org.uk:ericaceae14870,Rhododendron subg. Azaleastrum,subgenus,wfo-4000033027,(Maxim.) Planch.,Ericaceae,Ericoideae,,,Rhododendron,Azaleastrum,,,subgenus,Valid,Dendrologie 2(1): 159 (1872),Accepted,,,,,2022-09-26,2024-10-01,https://padme.rbge.org.uk/wfo/wfo-1000040525,The Ericaceae TEN,A,
wfo-0001229860,urn:lsid:ipni.org:names:902903-1,50060857,Rhododendron cretaceum,species,wfo-1200001570,P.C.Tam,Ericaceae,Ericoideae,,,Rhododendron,Azaleastrum,cretaceum,,species,Valid,Survey Gen. Rhododendron S. China : 108 (1983),Accepted,,,,"Source in seed data: tro Update namepublishedIn from Survey of Genus Rhododendron in S. China 60, 108, f. 9 1983 to Survey Gen. Rhododendron S. China : 108 (1983), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hr",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001229860,The Ericaceae TEN,A,tro-50060857
wfo-0000399984,urn:lsid:ipni.org:names:332815-1,556235,Rhododendron luteosquamatum,species,,Sleumer,Ericaceae,Ericoideae,,,Rhododendron,Vireya,luteosquamatum,,species,Valid,Reinwardtia 5: 166 (1960),Synonym,wfo-0000400686,,,"Source in seed data: ksu Update namepublishedIn from Reinwardtia 5: 166 1960 to Reinwardtia 5: 166 (1960), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2418046 ",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000399984,The Ericaceae TEN,A,kew-2418046
wfo-0001220133,urn:lsid:ipni.org:names:332048-1,50002915,Rhododendron breviperulatum,species,wfo-1200001570,Hayata,Ericaceae,Ericoideae,,,Rhododendron,Azaleastrum,breviperulatum,,species,Valid,Icon. Pl. Formosan. 3: 129 (1913),Accepted,,,,"Source in seed data: tro Update namepublishedIn from Icon. Pl. Formosan. 3: 129–130 1913 to Icon. Pl. Formosan. 3: 129 (1913), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001220133,The Ericaceae TEN,A,tro-50002915
wfo-1200024249,,ten:padme.rbge.org.uk:ericaceae15306,Rhododendron thomsonii var. candelabrum,variety,,(Hook.f.) C.B.Clarke,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,thomsonii,candelabrum,variety,Valid,Fl. Brit. India [J. D. Hooker] 3:468. (1882),Synonym,wfo-0000403316,wfo-0000403316,,,2022-09-26,2022-11-20,https://padme.rbge.org.uk/wfo/wfo-1200024249,The Ericaceae TEN,A,
wfo-0000400300,urn:lsid:ipni.org:names:332903-1,556834,Rhododendron mollianum,species,wfo-3000001252,Koord.,Ericaceae,Ericoideae,,,Rhododendron,Vireya,mollianum,,species,Valid,Nova Guinea 8: 187 (1909),Accepted,,,,"Source in seed data: ksu Update namepublishedIn from Nova Guinea 8: 187 1909 to Nova Guinea 8: 187 (1909), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2418646 ",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000400300,The Ericaceae TEN,A,kew-2418646
wfo-0001048813,urn:lsid:ipni.org:names:333287-1,12304923,Rhododendron sanguineum,species,wfo-1000002601,Franch.,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,sanguineum,,species,Valid,J. Bot. (Morot) 12: 259 (1898),Accepted,,,,"Source in seed data: tro Update namepublishedIn from J. Bot. (Morot) 12(15–16): 259 1898 to J. Bot. (Morot) 12: 259 (1898), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001048813,The Ericaceae TEN,A,tro-12304923
wfo-0001048034,urn:lsid:ipni.org:names:880183-1,12303780,Rhododendron maddenii subsp. crassum,subspecies,wfo-0001048032,(Franch.) Cullen,Ericaceae,Ericoideae,,,Rhododendron,Rhododendron,maddenii,crassum,subspecies,Valid,Notes Roy. Bot. Gard. Edinburgh 36: 107 (1978),Accepted,,wfo-0001048033,,"Source in seed data: tro Update namepublishedIn from Notes Roy. Bot. Gard. Edinburgh 36(1): 107 1978 to Notes Roy. Bot. Gard. Edinburgh 36: 107 (1978), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://ww",2022-04-16,2024-11-27,https://padme.rbge.org.uk/wfo/wfo-0001048034,The Ericaceae TEN,A,tro-12303780
wfo-0001048252,urn:lsid:ipni.org:names:333272-1,12304021,Rhododendron rupicola,species,wfo-4100000338,W.W.Sm.,Ericaceae,Ericoideae,,,Rhododendron,Rhododendron,rupicola,,species,Valid,Notes Roy. Bot. Gard. Edinburgh 8: 203 (1914),Accepted,,,,"Source in seed data: tro Update namepublishedIn from Notes Roy. Bot. Gard. Edinburgh 8(38): 203–204 1914 to Notes Roy. Bot. Gard. Edinburgh 8: 203 (1914), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001048252,The Ericaceae TEN,A,tro-12304021
wfo-0001229562,urn:lsid:ipni.org:names:77224331-1,50060373,Rhododendron sphaeroblastum var. sphaeroblastum,variety,wfo-0001048627,,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,sphaeroblastum,sphaeroblastum,variety,Valid,,Accepted,,,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-50060373 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-50060373 >The Plant List v.1.0</a>,2022-04-16,2024-11-20,https://padme.rbge.org.uk/wfo/wfo-0001229562,The Ericaceae TEN,A,tro-50060373
wfo-0000405621,urn:lsid:ipni.org:names:333494-1,565460,Rhododendron trichocalyx,species,,Ingram,Ericaceae,Ericoideae,,,Rhododendron,Rhododendron,trichocalyx,,species,Valid,Rhododendron Camellia Year Book 35: 33 (1970),Synonym,wfo-1200001368,,,"Source in seed data: ksu Update namepublishedIn from Rhododendron Camellia Year Book 35: 33 1970 to Rhododendron Camellia Year Book 35: 33 (1970), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000405621,The Ericaceae TEN,A,kew-2427470
wfo-0001326772,urn:lsid:ipni.org:names:993017-1,ten:padme.rbge.org.uk:ericaceae15587,Rhododendron sanctum f. albiflorum,form,,T.Yamaz,Ericaceae,Ericoideae,,,Rhododendron,Azaleastrum,sanctum,albiflorum,form,Valid,"Revis. Gen. Rhododendron Japan, Taiwan, Korea & Sakhalin 90 (1996).",Synonym,wfo-0000405402,,,"Source in seed data: ipni Updated majorGroup from to A, information provided by Alan E. on email Mar 08 2021",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001326772,The Ericaceae TEN,A,
wfo-0001048682,urn:lsid:ipni.org:names:332389-1,12304781,Rhododendron euanthum,species,,Balf.f. & W.W.Sm.,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,euanthum,,species,Valid,Notes Roy. Bot. Gard. Edinburgh 10: 103 (1917),Synonym,wfo-0001220768,,,"Source in seed data: tro Update namepublishedIn from Notes Roy. Bot. Gard. Edinburgh 10(47–48): 103–104 1917 to Notes Roy. Bot. Gard. Edinburgh 10: 103 (1917), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hr",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001048682,The Ericaceae TEN,A,tro-12304781
wfo-0001389279,urn:lsid:ipni.org:names:950462-1,ten:padme.rbge.org.uk:ericaceae15365,Rhododendron asterochnoum var. brevipedicellatum,variety,wfo-0001229316,W.K.Hu,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,asterochnoum,brevipedicellatum,variety,Valid,"Bull. Bot. Res., Harbin 8(3): 57 (1988)",Accepted,,,,"Source in seed data: ipni Update namepublishedIn from Bull. Bot. Res., Harbin 8(3): 57. 1988 to Bull. Bot. Res., Harbin 8(3): 57 (1988), information provided by Alan E. on email Jun. 07 2021",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001389279,The Ericaceae TEN,A,
wfo-0001048138,urn:lsid:ipni.org:names:333492-1,12303885,Rhododendron trichanthum,species,wfo-1000002628,Rehder,Ericaceae,Ericoideae,,,Rhododendron,Rhododendron,trichanthum,,species,Valid,J. Arnold Arbor. 26: 480 (1945),Accepted,,wfo-0000405722,,"Source in seed data: tro Update namepublishedIn from J. Arnold Arbor. 26(4): 480 1945 to J. Arnold Arbor. 26: 480 (1945), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001048138,The Ericaceae TEN,A,tro-12303885
wfo-0001047072,urn:lsid:ipni.org:names:30484893-2,12300641,Rhododendron flammeum,species,wfo-1000002591,(Michx.) Sarg.,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,flammeum,,species,Valid,Rhododendron Soc. Notes 1: 120 (1917),Accepted,,wfo-0000557711,,"Source in seed data: tro Update namepublishedIn from Rhododendron Soc. Notes 1: 120 1917 to Rhododendron Soc. Notes 1: 120 (1917), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001047072,The Ericaceae TEN,A,tro-12300641
wfo-0000557974,urn:lsid:ipni.org:names:326972-1,799289,Azalea vittatopunctata,species,,Lem.,Ericaceae,Ericoideae,,,Azalea,Azaleastrum,vittatopunctata,,species,Valid,Ill. Hort. 1: t. 20 (1854),Synonym,wfo-0000405453,,,"Source in seed data: cmp Update namepublishedIn from Ill. Hort. 1: t. 20 1854 to Ill. Hort. 1: t. 20 (1854), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-266729",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000557974,The Ericaceae TEN,A,kew-2667290
wfo-0000400286,urn:lsid:ipni.org:names:77073603-1,556806,Rhododendron monodii,species,wfo-1200001479,(H.J.Lam) Argent,Ericaceae,Ericoideae,,,Rhododendron,Vireya,monodii,,species,Valid,Rhododendrons subgen. Vireya : 50 (2006),Accepted,,wfo-0000400224,,"Source in seed data: ksu Update namepublishedIn from Rhododendrons subgen. Vireya 50 2006 to Rhododendrons subgen. Vireya : 50 (2006), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000400286,The Ericaceae TEN,A,kew-2418618
wfo-0000557809,urn:lsid:ipni.org:names:326834-1,799135,Azalea lanata,species,,(Hook.f.) Kuntze,Ericaceae,Ericoideae,,,Azalea,Hymenanthes,lanata,,species,Valid,Revis. Gen. Pl. 2: 387 (1891),Synonym,wfo-0001048741,wfo-0001048741,,"Source in seed data: cmp Updated scientificnameAuthorship from (Hook.f.) Kuntze to Kuntze, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2667135 >The Plant List ",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000557809,The Ericaceae TEN,A,kew-2667135
wfo-0001260041,urn:lsid:ipni.org:names:975471-1,50194629,Ledum subulatum,species,,(Nakai) A.P.Khokhrjakov & M.T.Mazurenko,Ericaceae,Ericoideae,,,Ledum,Rhododendron,subulatum,,species,Valid,Sosud. Rast. Sovet. Dal'nego Vostoka 5: 125 (1991),Synonym,wfo-0001266594,wfo-0001260040,,"Source in seed data: tro Update namepublishedIn from Sosud. Rast. Sovetsk. Dal'nego Vostoka 5: 125 1991 to Sosud. Rast. Sovet. Dal'nego Vostoka 5: 125 (1991), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=ht",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001260041,The Ericaceae TEN,A,tro-50194629
wfo-0001229749,urn:lsid:ipni.org:names:332730-1,50060696,Rhododendron latoucheae,species,wfo-1000002517,Franch.,Ericaceae,Ericoideae,,,Rhododendron,Choniastrum,latoucheae,,species,Valid,Bull. Soc. Bot. France 46: 210 (1899),Accepted,,,,"Source in seed data: tro Update namepublishedIn from Bull. Soc. Bot. France 46: 210–211 1899 to Bull. Soc. Bot. France 46: 210 (1899), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001229749,The Ericaceae TEN,A,tro-50060696
wfo-0001231550,urn:lsid:ipni.org:names:923779-1,50067375,Rhododendron dichroanthum var. septentrionale,variety,,(Cowan) T.L.Ming,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,dichroanthum,septentrionale,variety,Valid,Acta Bot. Yunnan. 6: 170 (1984),Synonym,wfo-0001048847,wfo-0001048847,,"Source in seed data: tro Update namepublishedIn from Acta Bot. Yunnan. 6(2): 170–171 1984 to Acta Bot. Yunnan. 6: 170 (1984), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001231550,The Ericaceae TEN,A,tro-50067375
wfo-0000400454,urn:lsid:ipni.org:names:332049-1,557189,Rhododendron brevipes,species,wfo-3000001252,Sleumer,Ericaceae,Ericoideae,,,Rhododendron,Vireya,brevipes,,species,Valid,Reinwardtia 5: 213 (1960),Accepted,,,,"Source in seed data: ksu Update namepublishedIn from Reinwardtia 5: 213 1960 to Reinwardtia 5: 213 (1960), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2419001 ",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000400454,The Ericaceae TEN,A,kew-2419001
wfo-0000400433,urn:lsid:ipni.org:names:332269-1,557150,Rhododendron cubittii,species,,Hutch.,Ericaceae,Ericoideae,,,Rhododendron,Rhododendron,cubittii,,species,Valid,Notes Roy. Bot. Gard. Edinburgh 12: 78 (1919),Synonym,wfo-1000002622,,,"Source in seed data: ksu Update namepublishedIn from Notes Roy. Bot. Gard. Edinburgh 12: 78 1919 to Notes Roy. Bot. Gard. Edinburgh 12: 78 (1919), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the",2022-04-16,2024-06-21,https://padme.rbge.org.uk/wfo/wfo-0000400433,The Ericaceae TEN,A,kew-2418962
wfo-0001229873,urn:lsid:ipni.org:names:900796-1,50060871,Rhododendron subcerinum,species,wfo-1200001570,P.C.Tam,Ericaceae,Ericoideae,,,Rhododendron,Azaleastrum,subcerinum,,species,Valid,"Bull. Bot. Res., Harbin 2(4): 88 (1982)",Accepted,,,,"Source in seed data: tro Update namepublishedIn from Bull. Bot. Res., Harbin 2(4): 88–89, f. 1 1982 to Bull. Bot. Res., Harbin 2(4): 88 (1982), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001229873,The Ericaceae TEN,A,tro-50060871
wfo-1000040563,urn:lsid:ipni.org:names:332988-1,ten:padme.rbge.org.uk:ericaceae14773,Rhododendron obscurum,species,,Sleumer,Ericaceae,Ericoideae,,,Rhododendron,Vireya,obscurum,,species,Illegitimate,Reinwardtia 5:104. (1960),Synonym,wfo-1000000092,,,,2022-09-30,2025-03-13,,The Ericaceae TEN,A,
wfo-0000557853,urn:lsid:ipni.org:names:326879-1,799175,Azalea nipponica,species,,(Mastsum.) H.F.Copel.,Ericaceae,Ericoideae,,,Azalea,Azaleastrum,nipponica,,species,Valid,Amer. Midl. Naturalist 30: 595 (1943),Synonym,wfo-0000400354,wfo-0000400354,,"Source in seed data: cmp Updated scientificnameAuthorship from (Matsum.) H.F.Copel. to (Matsumura) H.F.Copel., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2667",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000557853,The Ericaceae TEN,A,kew-2667175
wfo-0000403019,urn:lsid:ipni.org:names:332236-1,561470,Rhododendron cooperi,species,,Balf.f.,Ericaceae,Ericoideae,,,Rhododendron,Rhododendron,cooperi,,species,Valid,Notes Roy. Bot. Gard. Edinburgh 10: 91 (1917),Synonym,wfo-0001230701,,,"Source in seed data: ksu Update namepublishedIn from Notes Roy. Bot. Gard. Edinburgh 10: 91 1917 to Notes Roy. Bot. Gard. Edinburgh 10: 91 (1917), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000403019,The Ericaceae TEN,A,kew-2423374
wfo-0001229356,urn:lsid:ipni.org:names:880203-1,50060108,Rhododendron protistum var. giganteum,variety,wfo-0001048799,(Forrest ex Tagg) D.F.Chamb.,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,protistum,giganteum,variety,Valid,Notes Roy. Bot. Gard. Edinburgh 37: 331 (1979),Accepted,,wfo-0001047940,,"Source in seed data: tro Updated scientificnameAuthorship from (Forrest) D.F.Chamb. to (Tagg) D.F.Chamb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-50060108 ",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001229356,The Ericaceae TEN,A,tro-50060108
wfo-0000400436,urn:lsid:ipni.org:names:332275-1,557156,Rhododendron cuneifolium,species,wfo-1200001479,Stapf,Ericaceae,Ericoideae,,,Rhododendron,Vireya,cuneifolium,,species,Valid,"Trans. Linn. Soc. London, Bot. 4: 198 (1894)",Accepted,,,,"Source in seed data: ksu Update namepublishedIn from Trans. Linn. Soc. London, Bot. 4: 198 1894 to Trans. Linn. Soc. London, Bot. 4: 198 (1894), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepl",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000400436,The Ericaceae TEN,A,kew-2418968
wfo-0000557838,urn:lsid:ipni.org:names:326863-1,799161,Azalea micrantha,species,,(Turcz.) Kuntze,Ericaceae,Ericoideae,,,Azalea,Rhododendron,micrantha,,species,Valid,Revis. Gen. Pl. 2: 387 (1891),Synonym,wfo-0001048103,wfo-0001048103,,"Source in seed data: cmp Updated scientificnameAuthorship from (Turcz.) Kuntze to Kuntze, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2667161 >The Plant List v",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000557838,The Ericaceae TEN,A,kew-2667161
wfo-0001229441,urn:lsid:ipni.org:names:333104-1,50060199,Rhododendron pogonostylum,species,,Balf.f. & W.W.Sm.,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,pogonostylum,,species,Valid,Trans. Bot. Soc. Edinburgh 27: 210 (1917),Synonym,wfo-0001229442,,,"Source in seed data: tro Update namepublishedIn from Trans. Bot. Soc. Edinburgh 27(2): 210–214 1917 to Trans. Bot. Soc. Edinburgh 27: 210 (1917), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.th",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0001229441,The Ericaceae TEN,A,tro-50060199
wfo-0001229693,,50060610,Rhododendron eudoxum subsp. mesopolium,subspecies,,(Balf.f. & Forrest) Tagg,Ericaceae,Ericoideae,,,Rhododendron,Hymenanthes,eudoxum,mesopolium,subspecies,Valid,Sp. Rhodod. 549 1930,Synonym,wfo-0001229697,wfo-0001048614,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-50060610 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-50060610 >The Plant List v.1.0</a>,2022-04-16,2022-10-11,https://padme.rbge.org.uk/wfo/wfo-0001229693,The Ericaceae TEN,A,tro-50060610
wfo-0000400777,urn:lsid:ipni.org:names:332309-1,557832,Rhododendron deflexum,species,,Griff.,Ericaceae,Ericoideae,,,Rhododendron,Rhododendron,deflexum,,species,Valid,Not. Pl. Asiat. 4: 303 (1854),Synonym,wfo-0001048154,,,"Source in seed data: ksu Update namepublishedIn from Not. Pl. Asiat. 4: 303 1854 to Not. Pl. Asiat. 4: 303 (1854), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",2022-04-16,2024-06-04,https://padme.rbge.org.uk/wfo/wfo-0000400777,The Ericaceae TEN,A,kew-2419672
wfo-1200001480,,ten:padme.rbge.org.uk:ericaceae14677,Rhododendron sect. Hadranthe,section,wfo-3500001320,Schltr.,Ericaceae,Ericoideae,,,Rhododendron,Vireya,,,section,Valid,Bot. Jahrb. Syst. 55:140. (1917),Accepted,,,,,2022-07-26,2022-11-20,https://padme.rbge.org.uk/wfo/wfo-1200001480,The Ericaceae TEN,A,
