taxonID,scianem,auth,subgenus,section,subsection
wfo-0001229318,Rhododendron jingangshanicum,P.C.Tam,Hymenanthes,Pontica,Fortunea
wfo-0000747042,Rhododendron jiulongshanense,Xiang Chen & Jia Y.Huang,Hymenanthes,Pontica,Fortunea
wfo-1000001251,Rhododendron leigongshanense,"C.H.Yang, Z.G.Xie, Y.F.Yu & Z.R.Yang",Hymenanthes,Pontica,Fortunea
wfo-0001272384,Rhododendron liboense,Zheng R.Chen & K.M.Lan,Hymenanthes,Pontica,Fortunea
wfo-1000002497,Rhododendron maculatum,Xiang Chen & Jia Y.Huang,Hymenanthes,Pontica,Fortunea
wfo-0001229307,Rhododendron magniflorum,W.K.Hu,Hymenanthes,Pontica,Fortunea
wfo-0001229345,Rhododendron maoerense,W.P.Fang & G.Z.Li,Hymenanthes,Pontica,Fortunea
wfo-0001229325,Rhododendron miyiense,W.K.Hu,Hymenanthes,Pontica,Fortunea
wfo-0001229336,Rhododendron nymphaeoides,W.K.Hu,Hymenanthes,Pontica,Fortunea
wfo-0001229340,Rhododendron orbiculare,Decne.,Hymenanthes,Pontica,Fortunea
wfo-0001229327,Rhododendron oreodoxa,Franch.,Hymenanthes,Pontica,Fortunea
wfo-0001048880,Rhododendron platypodum,Diels,Hymenanthes,Pontica,Fortunea
wfo-0001229333,Rhododendron praeteritum,Hutch.,Hymenanthes,Pontica,Fortunea
wfo-0001229326,Rhododendron praevernum,Hutch.,Hymenanthes,Pontica,Fortunea
wfo-0000744593,Rhododendron qiaojiaense,L.M.Gao & D.Z.Li,Hymenanthes,Pontica,Fortunea
wfo-0001275615,Rhododendron serotinum,Hutch.,Hymenanthes,Pontica,Fortunea
wfo-0001048907,Rhododendron sutchuenense,Franch.,Hymenanthes,Pontica,Fortunea
wfo-0001220768,Rhododendron vernicosum,Franch.,Hymenanthes,Pontica,Fortunea
wfo-0001229346,Rhododendron verruciferum,W.K.Hu,Hymenanthes,Pontica,Fortunea
wfo-0001229319,Rhododendron wolongense,W.K.Hu,Hymenanthes,Pontica,Fortunea
wfo-0001229308,Rhododendron xiaoxidongense,W.K.Hu,Hymenanthes,Pontica,Fortunea
wfo-1000077964,Rhododendron yuanbaoshanense,Y.H.Deng & T.Ding,Hymenanthes,Pontica,Fortunea
wfo-0001229698,Rhododendron fulgens,Hook.f.,Hymenanthes,Pontica,Fulgensia
wfo-0001048743,Rhododendron miniatum,Cowan,Hymenanthes,Pontica,Fulgensia
wfo-0001334385,Rhododendron rawatii,I.D.Rai & B.S.Adhikari,Hymenanthes,Pontica,Fulgensia
wfo-0001048683,Rhododendron fulvum,Balf.f. & W.W.Sm.,Hymenanthes,Pontica,Fulva
wfo-0001048892,Rhododendron uvariifolium,Diels,Hymenanthes,Pontica,Fulva
wfo-0001229415,Rhododendron adenosum,(Cowan & Davidian) Davidian,Hymenanthes,Pontica,Glischrum
wfo-0001048809,Rhododendron crinigerum,Franch.,Hymenanthes,Pontica,Glischrum
wfo-0001275638,Rhododendron diphrocalyx,Balf.f.,Hymenanthes,Pontica,Glischrum
wfo-0000400665,Rhododendron glischroides,Tagg & Forrest,Hymenanthes,Pontica,Glischrum
wfo-0001048763,Rhododendron glischrum,Balf.f. & W.W.Sm.,Hymenanthes,Pontica,Glischrum
wfo-0001048765,Rhododendron habrotrichum,Balf.f. & W.W.Sm.,Hymenanthes,Pontica,Glischrum
wfo-0000405486,Rhododendron recurvoides,Tagg & Forrest,Hymenanthes,Pontica,Glischrum
wfo-0000405469,Rhododendron spilotum,Balf.f. & Farrer,Hymenanthes,Pontica,Glischrum
wfo-0001229416,Rhododendron vesiculiferum,Tagg,Hymenanthes,Pontica,Glischrum
wfo-0001219692,Rhododendron balangense,W.P.Fang,Hymenanthes,Pontica,Grandia
wfo-0001229352,Rhododendron grande,Wight,Hymenanthes,Pontica,Grandia
wfo-0000400063,Rhododendron kesangiae,D.G.Long & Rushforth,Hymenanthes,Pontica,Grandia
wfo-0000399988,Rhododendron macabeanum,G.Watt ex Balf.f.,Hymenanthes,Pontica,Grandia
wfo-0001229358,Rhododendron magnificum,Kingdon-Ward,Hymenanthes,Pontica,Grandia
wfo-0001229354,Rhododendron montroseanum,Davidian,Hymenanthes,Pontica,Grandia
wfo-0001229355,Rhododendron oreogenum,L.C.Hu,Hymenanthes,Pontica,Grandia
wfo-0001048773,Rhododendron praestans,Balf.f. & W.W.Sm.,Hymenanthes,Pontica,Grandia
wfo-0001048799,Rhododendron protistum,Balf.f. & Forrest,Hymenanthes,Pontica,Grandia
wfo-0001048747,Rhododendron pudorosum,Cowan,Hymenanthes,Pontica,Grandia
wfo-0001048803,Rhododendron sidereum,Balf.f.,Hymenanthes,Pontica,Grandia
wfo-0001048778,Rhododendron sinogrande,Balf.f. & W.W.Sm.,Hymenanthes,Pontica,Grandia
wfo-1000002522,Rhododendron suoilenhense,"D.F.Chamb., N.T.T.Huong & Rushforth",Hymenanthes,Pontica,Grandia
wfo-0001219287,Rhododendron watsonii,Hemsl. & E.H.Wilson,Hymenanthes,Pontica,Grandia
wfo-0000405677,Rhododendron wattii,Cowan,Hymenanthes,Pontica,Grandia
wfo-0001048704,Rhododendron griersonianum,Balf.f. & Forrest,Hymenanthes,Pontica,Griersoniana
wfo-0001047937,Rhododendron aberconwayi,Cowan,Hymenanthes,Pontica,Irrorata
wfo-0001220769,Rhododendron annae,Franch.,Hymenanthes,Pontica,Irrorata
wfo-0001048894,Rhododendron anthosphaerum,Diels,Hymenanthes,Pontica,Irrorata
wfo-0001229451,Rhododendron araiophyllum,Balf.f. & Forrest,Hymenanthes,Pontica,Irrorata
wfo-0001228537,Rhododendron brevinerve,Chun & W.P.Fang,Hymenanthes,Pontica,Irrorata
wfo-0001335320,Rhododendron cochlearifolium,Xiang Chen & Jia Y.Huang,Hymenanthes,Pontica,Irrorata
wfo-0000400826,Rhododendron excelsum,A.Chev.,Hymenanthes,Pontica,Irrorata
wfo-0001229447,Rhododendron gongshanense,T.L.Ming,Hymenanthes,Pontica,Irrorata
wfo-0001229457,Rhododendron guizhouense,M.Y.Fang,Hymenanthes,Pontica,Irrorata
wfo-0001229437,Rhododendron irroratum,Franch.,Hymenanthes,Pontica,Irrorata
wfo-0000747073,Rhododendron jinboense,Xiang Chen & X.Chen,Hymenanthes,Pontica,Irrorata
wfo-0001229448,Rhododendron kendrickii,Nutt.,Hymenanthes,Pontica,Irrorata
wfo-0000400060,Rhododendron korthalsii,Miq.,Hymenanthes,Pontica,Irrorata
wfo-0000400099,Rhododendron langbianense,A.Chev. ex Dop,Hymenanthes,Pontica,Irrorata
wfo-0001229460,Rhododendron laojunshanense,M.Y.Fang,Hymenanthes,Pontica,Irrorata
wfo-0001048706,Rhododendron leptopeplum,Balf.f. & Forrest,Hymenanthes,Pontica,Irrorata
wfo-0001220767,Rhododendron lukiangense,Franch.,Hymenanthes,Pontica,Irrorata
wfo-0001047942,Rhododendron mengtszense,Balf.f. & W.W.Sm.,Hymenanthes,Pontica,Irrorata
wfo-0001229435,Rhododendron papillatum,Balf.f. & R.E.Cooper,Hymenanthes,Pontica,Irrorata
wfo-0001229458,Rhododendron pingbianense,M.Y.Fang,Hymenanthes,Pontica,Irrorata
wfo-0001048734,Rhododendron ramsdenianum,Cowan,Hymenanthes,Pontica,Irrorata
wfo-0001047944,Rhododendron spanotrichum,Balf.f. & W.W.Sm.,Hymenanthes,Pontica,Irrorata
wfo-0001229427,Rhododendron tanastylum,Balf.f. & Kingdon-Ward,Hymenanthes,Pontica,Irrorata
wfo-0000405698,Rhododendron wrayi,King & Gamble,Hymenanthes,Pontica,Irrorata
wfo-0001048732,Rhododendron circinnatum,Cowan & Kingdon-Ward,Hymenanthes,Pontica,Lanata
wfo-0001229592,Rhododendron lanatoides,D.F.Chamb.,Hymenanthes,Pontica,Lanata
wfo-0001048741,Rhododendron lanatum,Hook.f.,Hymenanthes,Pontica,Lanata
wfo-0001229590,Rhododendron luciferum,(Cowan) Cowan,Hymenanthes,Pontica,Lanata
wfo-0000400164,Rhododendron poluninii,Davidian,Hymenanthes,Pontica,Lanata
wfo-0001048745,Rhododendron tsariense,Cowan,Hymenanthes,Pontica,Lanata
wfo-0000400593,Rhododendron anwheiense,E.H.Wilson,Hymenanthes,Pontica,Maculifera
wfo-0001229381,Rhododendron longesquamatum,C.K.Schneid.,Hymenanthes,Pontica,Maculifera
wfo-0001048909,Rhododendron maculiferum,Franch.,Hymenanthes,Pontica,Maculifera
wfo-0001048944,Rhododendron morii,Hayata,Hymenanthes,Pontica,Maculifera
wfo-0001229386,Rhododendron ochraceum,Rehder & E.H.Wilson,Hymenanthes,Pontica,Maculifera
wfo-0001219681,Rhododendron pachyphyllum,W.P.Fang,Hymenanthes,Pontica,Maculifera
wfo-0001220145,Rhododendron pachysanthum,Hayata,Hymenanthes,Pontica,Maculifera
wfo-0001229388,Rhododendron pachytrichum,Franch.,Hymenanthes,Pontica,Maculifera
wfo-0001229392,Rhododendron pilostylum,W.K.Hu,Hymenanthes,Pontica,Maculifera
wfo-0001219680,Rhododendron polytrichum,W.P.Fang,Hymenanthes,Pontica,Maculifera
wfo-0001220808,Rhododendron pseudochrysanthum,Hayata,Hymenanthes,Pontica,Maculifera
wfo-0001229461,Rhododendron sikangense,W.P.Fang,Hymenanthes,Pontica,Maculifera
wfo-0001229382,Rhododendron strigillosum,Franch.,Hymenanthes,Pontica,Maculifera
wfo-0000747050,Rhododendron subroseum,Xiang Chen & Jia Y.Huang,Hymenanthes,Pontica,Maculifera
wfo-0001228142,Rhododendron ziyuanense,P.C.Tam,Hymenanthes,Pontica,Maculifera
wfo-0001048728,Rhododendron albertsenianum,Forrest,Hymenanthes,Pontica,Neriiflora
wfo-0001229674,Rhododendron aperantum,Balf.f. & Kingdon-Ward,Hymenanthes,Pontica,Neriiflora
wfo-0001047938,Rhododendron beanianum,Cowan,Hymenanthes,Pontica,Neriiflora
wfo-0001229642,Rhododendron bijiangense,T.L.Ming,Hymenanthes,Pontica,Neriiflora
wfo-0001048862,Rhododendron catacosmum,Balf.f. ex Tagg,Hymenanthes,Pontica,Neriiflora
wfo-0001229675,Rhododendron chamaethomsonii,(Tagg) Cowan & Davidian,Hymenanthes,Pontica,Neriiflora
wfo-0001048863,Rhododendron chionanthum,Tagg & Forrest,Hymenanthes,Pontica,Neriiflora
wfo-0001048694,Rhododendron citriniflorum,Balf.f. & Forrest,Hymenanthes,Pontica,Neriiflora
wfo-0001229613,Rhododendron coelicum,Balf.f. & Farrer,Hymenanthes,Pontica,Neriiflora
wfo-0001048844,Rhododendron dichroanthum,Diels,Hymenanthes,Pontica,Neriiflora
wfo-0001048701,Rhododendron erastum,Balf.f. & Forrest,Hymenanthes,Pontica,Neriiflora
wfo-0001048762,Rhododendron euchroum,Balf.f. & Kingdon-Ward,Hymenanthes,Pontica,Neriiflora
wfo-0001048702,Rhododendron eudoxum,Balf.f. & Forrest,Hymenanthes,Pontica,Neriiflora
wfo-0001048867,Rhododendron floccigerum,Franch.,Hymenanthes,Pontica,Neriiflora
wfo-0001048890,Rhododendron forrestii,Balf.f. ex Diels,Hymenanthes,Pontica,Neriiflora
wfo-0001229614,Rhododendron haematodes,Franch.,Hymenanthes,Pontica,Neriiflora
wfo-0001231347,Rhododendron × hillieri,Davidian,Hymenanthes,Pontica,Neriiflora
wfo-0001229608,Rhododendron mallotum,Balf.f. & Kingdon-Ward,Hymenanthes,Pontica,Neriiflora
wfo-0001048713,Rhododendron microgynum,Balf.f. & Forrest,Hymenanthes,Pontica,Neriiflora
wfo-0001229622,Rhododendron neriiflorum,Franch.,Hymenanthes,Pontica,Neriiflora
wfo-0001048733,Rhododendron parmulatum,Cowan,Hymenanthes,Pontica,Neriiflora
wfo-0001229610,Rhododendron piercei,Davidian,Hymenanthes,Pontica,Neriiflora
wfo-0001048873,Rhododendron pocophorum,Balf.f. ex Tagg,Hymenanthes,Pontica,Neriiflora
wfo-0001048813,Rhododendron sanguineum,Franch.,Hymenanthes,Pontica,Neriiflora
wfo-0001048875,Rhododendron sperabile,Balf.f. & Farrer,Hymenanthes,Pontica,Neriiflora
wfo-0001048876,Rhododendron sperabiloides,Tagg & Forrest,Hymenanthes,Pontica,Neriiflora
wfo-0001048726,Rhododendron temenium,Balf.f. & Forrest,Hymenanthes,Pontica,Neriiflora
wfo-0001229680,Rhododendron trilectorum,Cowan,Hymenanthes,Pontica,Neriiflora
wfo-0001273681,Rhododendron × xanthanthum,(Balf.f. & Forrest) D.F.Chamb.,Hymenanthes,Pontica,Neriiflora
wfo-0001273239,Rhododendron elliottii,Brandis ex Lace & W.W.Sm.,Hymenanthes,Pontica,Parishia
wfo-0001229602,Rhododendron facetum,Balf.f. & Kingdon-Ward,Hymenanthes,Pontica,Parishia
wfo-0001229603,Rhododendron flavoflorum,T.L.Ming,Hymenanthes,Pontica,Parishia
wfo-0001229604,Rhododendron huidongense,T.L.Ming,Hymenanthes,Pontica,Parishia
wfo-0001229601,Rhododendron kyawii,Lace & W.W.Sm.,Hymenanthes,Pontica,Parishia
wfo-0000400200,Rhododendron parishii,C.B.Clarke,Hymenanthes,Pontica,Parishia
wfo-0001048625,Rhododendron schistocalyx,Balf.f. & Forrest,Hymenanthes,Pontica,Parishia
wfo-0001219691,Rhododendron urophyllum,W.P.Fang,Hymenanthes,Pontica,Parishia
wfo-0001046884,Rhododendron aureum,Georgi,Hymenanthes,Pontica,Pontica
wfo-0001047851,Rhododendron brachycarpum,D.Don ex G.Don,Hymenanthes,Pontica,Pontica
wfo-0001047069,Rhododendron catawbiense,Michx.,Hymenanthes,Pontica,Pontica
wfo-0000403280,Rhododendron caucasicum,Pall.,Hymenanthes,Pontica,Pontica
wfo-0000403034,Rhododendron × charadzeae,A.P.Khokhr. & Mazurenko,Hymenanthes,Pontica,Pontica
wfo-0000400778,Rhododendron degronianum,Carrière,Hymenanthes,Pontica,Pontica
wfo-0000400784,Rhododendron × filidactylis,R.I.Milne,Hymenanthes,Pontica,Pontica
wfo-0001220138,Rhododendron hyperythrum,Hayata,Hymenanthes,Pontica,Pontica
wfo-0000400700,Rhododendron japonoheptamerum,Kitam.,Hymenanthes,Pontica,Pontica
wfo-0000400081,Rhododendron × kurohimense,Arakawa,Hymenanthes,Pontica,Pontica
wfo-0001047073,Rhododendron macrophyllum,D.Don ex G.Don,Hymenanthes,Pontica,Pontica
wfo-0000400004,Rhododendron makinoi,Tagg ex Nakai,Hymenanthes,Pontica,Pontica
wfo-0001047074,Rhododendron maximum,L.,Hymenanthes,Pontica,Pontica
wfo-0000400350,Rhododendron × niko-montanum,Nakai,Hymenanthes,Pontica,Pontica
wfo-0000400178,Rhododendron ponticum,L.,Hymenanthes,Pontica,Pontica
wfo-0000405473,Rhododendron smirnowii,Trautv. ex Regel,Hymenanthes,Pontica,Pontica
wfo-0000405716,Rhododendron ungernii,Trautv. ex Regel,Hymenanthes,Pontica,Pontica
wfo-0001048807,Rhododendron bainbridgeanum,Tagg & Forrest,Hymenanthes,Pontica,Selensia
wfo-0001048731,Rhododendron calvescens,Balf.f. & Forrest,Hymenanthes,Pontica,Selensia
wfo-0001229394,Rhododendron dasycladoides,Hand.-Mazz.,Hymenanthes,Pontica,Selensia
wfo-0001230972,Rhododendron × erythrocalyx,Balf.f. & Forrest,Hymenanthes,Pontica,Selensia
wfo-0001048600,Rhododendron esetulosum,Balf.f. & Forrest,Hymenanthes,Pontica,Selensia
wfo-0001048878,Rhododendron hirtipes,Tagg ex Kingdon-Ward,Hymenanthes,Pontica,Selensia
wfo-0001048712,Rhododendron martinianum,Balf.f. & Forrest,Hymenanthes,Pontica,Selensia
wfo-0001220765,Rhododendron selense,Franch.,Hymenanthes,Pontica,Selensia
wfo-0001048724,Rhododendron setiferum,Balf.f. & Forrest,Hymenanthes,Pontica,Selensia
wfo-0001048897,Rhododendron adenogynum,Diels,Hymenanthes,Pontica,Taliensia
wfo-0001048672,Rhododendron aganniphum,Balf.f. & Kingdon-Ward,Hymenanthes,Pontica,Taliensia
wfo-0001048673,Rhododendron alutaceum,Balf.f. & W.W.Sm.,Hymenanthes,Pontica,Taliensia
wfo-0001333134,Rhododendron aureodorsale,(W.P.Fang ex J.Q.Fu) Y.P.Ma & J.Nielsen,Hymenanthes,Pontica,Taliensia
wfo-0001048861,Rhododendron balfourianum,Diels,Hymenanthes,Pontica,Taliensia
wfo-0001229550,Rhododendron barkamense,D.F.Chamb.,Hymenanthes,Pontica,Taliensia
wfo-0001275677,Rhododendron × bathyphyllum,Balf.f. & Forrest,Hymenanthes,Pontica,Taliensia
wfo-0001048893,Rhododendron beesianum,Diels,Hymenanthes,Pontica,Taliensia
wfo-0000400399,Rhododendron bhutanense,D.G.Long & S.Bowes-Lyon,Hymenanthes,Pontica,Taliensia
wfo-0001229519,Rhododendron bureavii,Franch.,Hymenanthes,Pontica,Taliensia
wfo-0001048304,Rhododendron clementinae,Forrest ex W.W.Sm.,Hymenanthes,Pontica,Taliensia
wfo-0001048644,Rhododendron codonanthum,Balf.f. & Forrest,Hymenanthes,Pontica,Taliensia
wfo-0001220550,Rhododendron coeloneurum,Diels,Hymenanthes,Pontica,Taliensia
wfo-0001048697,Rhododendron comisteum,Balf.f. & Forrest,Hymenanthes,Pontica,Taliensia
wfo-0001262590,Rhododendron dachengense,G.Z.Li,Hymenanthes,Pontica,Taliensia
wfo-0001229559,Rhododendron danbaense,L.C.Hu,Hymenanthes,Pontica,Taliensia
wfo-0001239870,Rhododendron dayiense,M.Y.He,Hymenanthes,Pontica,Taliensia
wfo-0001220771,Rhododendron detersile,Franch.,Hymenanthes,Pontica,Taliensia
wfo-0001048698,Rhododendron × detonsum,Balf.f. & Farrer,Hymenanthes,Pontica,Taliensia
wfo-0001048748,Rhododendron dignabile,Cowan,Hymenanthes,Pontica,Taliensia
wfo-0001048810,Rhododendron dumicola,Tagg & Forrest,Hymenanthes,Pontica,Taliensia
wfo-0001048866,Rhododendron elegantulum,Tagg & Forrest,Hymenanthes,Pontica,Taliensia
wfo-0001048931,Rhododendron faberi,Hemsl.,Hymenanthes,Pontica,Taliensia
wfo-0001240164,Rhododendron heizhugouense,M.Y.He & L.C.Hu,Hymenanthes,Pontica,Taliensia
wfo-0001048895,Rhododendron lacteum,Franch.,Hymenanthes,Pontica,Taliensia
wfo-0001229549,Rhododendron lulangense,L.C.Hu & Tateishi,Hymenanthes,Pontica,Taliensia
wfo-0001048871,Rhododendron mimetes,Tagg & Forrest,Hymenanthes,Pontica,Taliensia
wfo-0001229513,Rhododendron montiganum,T.L.Ming,Hymenanthes,Pontica,Taliensia
wfo-0001048796,Rhododendron nakotiltum,Balf.f. & Forrest,Hymenanthes,Pontica,Taliensia
wfo-0000400348,Rhododendron nhatrangense,Dop,Hymenanthes,Pontica,Taliensia
wfo-0001229561,Rhododendron nigroglandulosum,Nitz.,Hymenanthes,Pontica,Taliensia
wfo-0001048687,Rhododendron phaeochrysum,Balf.f. & Forrest,Hymenanthes,Pontica,Taliensia
wfo-0001229516,Rhododendron pomense,Cowan & Davidian,Hymenanthes,Pontica,Taliensia
wfo-0001229525,Rhododendron potaninii,Batalin,Hymenanthes,Pontica,Taliensia
wfo-0001048902,Rhododendron prattii,Franch.,Hymenanthes,Pontica,Taliensia
wfo-0001048915,Rhododendron principis,Bureau & Franch.,Hymenanthes,Pontica,Taliensia
wfo-0001048874,Rhododendron pronum,Tagg & Forrest,Hymenanthes,Pontica,Taliensia
wfo-0001048774,Rhododendron proteoides,Balf.f. & W.W.Sm.,Hymenanthes,Pontica,Taliensia
wfo-0001229538,Rhododendron przewalskii,Maxim.,Hymenanthes,Pontica,Taliensia
wfo-0001229512,Rhododendron pubicostatum,T.L.Ming,Hymenanthes,Pontica,Taliensia
wfo-0001229521,Rhododendron pugeense,L.C.Hu,Hymenanthes,Pontica,Taliensia
wfo-0001229514,Rhododendron punctifolium,L.C.Hu,Hymenanthes,Pontica,Taliensia
wfo-0001048305,Rhododendron roxieanum,W.W.Sm. ex Forrest,Hymenanthes,Pontica,Taliensia
wfo-0001229575,Rhododendron roxieoides,D.F.Chamb.,Hymenanthes,Pontica,Taliensia
wfo-0001229564,Rhododendron rufum,Batalin,Hymenanthes,Pontica,Taliensia
wfo-0001039656,Rhododendron scopulum,(G.Z.Li) G.Z.Li,Hymenanthes,Pontica,Taliensia
wfo-0001229558,Rhododendron shanii,W.P.Fang,Hymenanthes,Pontica,Taliensia
wfo-0001048627,Rhododendron sphaeroblastum,Balf.f. & Forrest,Hymenanthes,Pontica,Taliensia
wfo-0001048898,Rhododendron taliense,Franch.,Hymenanthes,Pontica,Taliensia
wfo-0000507900,Rhododendron tianmenshanense,C.L.Peng & L.H.Yan,Hymenanthes,Pontica,Taliensia
wfo-0001275671,Rhododendron torquescens,D.F.Chamb.,Hymenanthes,Pontica,Taliensia
wfo-0001048300,Rhododendron traillianum,Forrest & W.W.Sm.,Hymenanthes,Pontica,Taliensia
wfo-0001229517,Rhododendron trichogynum,L.C.Hu,Hymenanthes,Pontica,Taliensia
wfo-0001048884,Rhododendron vellereum,Hutch. ex Tagg,Hymenanthes,Pontica,Taliensia
wfo-2700000566,Rhododendron wasonii,Hemsl. & E.H.Wilson,Hymenanthes,Pontica,Taliensia
wfo-0001229552,Rhododendron wightii,Hook.f.,Hymenanthes,Pontica,Taliensia
wfo-0001219279,Rhododendron wiltonii,Hemsl. & E.H.Wilson,Hymenanthes,Pontica,Taliensia
wfo-0001285279,Rhododendron yaoshanense,L.M.Gao & S.D.Zhang,Hymenanthes,Pontica,Taliensia
wfo-0001229518,Rhododendron zhongdianense,L.C.Hu,Hymenanthes,Pontica,Taliensia
wfo-0001048916,Rhododendron bonvalotii,Bureau & Franch.,Hymenanthes,Pontica,Thomsonia
wfo-0000403316,Rhododendron × candelabrum,Hook.f.,Hymenanthes,Pontica,Thomsonia
wfo-0001229699,Rhododendron cerasinum,Tagg ex Kingdon-Ward,Hymenanthes,Pontica,Thomsonia
wfo-0001229711,Rhododendron cyanocarpum,(Franch.) Franch. ex W.W.Sm.,Hymenanthes,Pontica,Thomsonia
wfo-0001048786,Rhododendron eclecteum,Balf.f. & Forrest,Hymenanthes,Pontica,Thomsonia
wfo-0001048811,Rhododendron eurysiphon,Tagg & Forrest,Hymenanthes,Pontica,Thomsonia
wfo-0001229706,Rhododendron faucium,D.F.Chamb.,Hymenanthes,Pontica,Thomsonia
wfo-0001229708,Rhododendron hookeri,Nutt.,Hymenanthes,Pontica,Thomsonia
wfo-0001229704,Rhododendron hylaeum,Balf.f. & Farrer,Hymenanthes,Pontica,Thomsonia
wfo-0001048793,Rhododendron meddianum,Forrest,Hymenanthes,Pontica,Thomsonia
wfo-0001229707,Rhododendron megalanthum,M.Y.Fang,Hymenanthes,Pontica,Thomsonia
wfo-0001048751,Rhododendron populare,Cowan,Hymenanthes,Pontica,Thomsonia
wfo-0001229705,Rhododendron ramipilosum,T.L.Ming,Hymenanthes,Pontica,Thomsonia
wfo-0001048744,Rhododendron sherriffii,Cowan,Hymenanthes,Pontica,Thomsonia
wfo-0001048891,Rhododendron stewartianum,Diels,Hymenanthes,Pontica,Thomsonia
wfo-0000405438,Rhododendron subansiriense,D.F.Chamb. & Pet.A.Cox,Hymenanthes,Pontica,Thomsonia
wfo-0001048752,Rhododendron thomsonii,Hook.f.,Hymenanthes,Pontica,Thomsonia
wfo-0001229703,Rhododendron viscidifolium,Davidian,Hymenanthes,Pontica,Thomsonia
wfo-0001048852,Rhododendron venator,Tagg,Hymenanthes,Pontica,Venatora
wfo-0001219693,Rhododendron leishanicum,W.P.Fang & X.S.Zhang,Hymenanthes,Pontica,Williamsiana
wfo-0001229369,Rhododendron williamsianum,Rehder & E.H.Wilson,Hymenanthes,Pontica,Williamsiana
wfo-0001229526,Rhododendron purdomii,Rehder & E.H.Wilson,Hymenanthes,,
wfo-0001048800,Rhododendron × pyrrhoanthum,Balf.f.,Hymenanthes,,
wfo-0001245657,Rhododendron canadense,(L.) Torr.,Hymenanthes,Rhodora,
wfo-0000400491,Rhododendron adamsii,Rehder,Rhododendron,Pogonanthum,
wfo-0001230899,Rhododendron anthopogon,D.Don,Rhododendron,Pogonanthum,
wfo-0001219688,Rhododendron anthopogonoides,Maxim.,Rhododendron,Pogonanthum,
wfo-0001231623,Rhododendron atropunicum,H.P.Yang,Rhododendron,Pogonanthum,
wfo-0001230904,Rhododendron cephalanthum,Franch.,Rhododendron,Pogonanthum,
wfo-0001281034,Rhododendron collettianum,Aitch. & Hemsl.,Rhododendron,Pogonanthum,
wfo-0000400626,Rhododendron hedyosmum,Balf.f.,Rhododendron,Pogonanthum,
wfo-0001250627,Rhododendron heteroclitum,H.P.Yang,Rhododendron,Pogonanthum,
wfo-0001219687,Rhododendron hoi,W.P.Fang,Rhododendron,Pogonanthum,
wfo-0001230905,Rhododendron kongboense,Kingdon-Ward ex Hutch.,Rhododendron,Pogonanthum,
wfo-0001048738,Rhododendron laudandum,Cowan,Rhododendron,Pogonanthum,
wfo-0001231624,Rhododendron luhuoense,H.P.Yang,Rhododendron,Pogonanthum,
wfo-0001249376,Rhododendron mainlingense,S.H.Huang & R.C.Fang,Rhododendron,Pogonanthum,
wfo-0001249378,Rhododendron nyingchiense,R.C.Fang & S.H.Huang,Rhododendron,Pogonanthum,
wfo-0001048772,Rhododendron platyphyllum,Franch. ex Balf.f. & W.W.Sm.,Rhododendron,Pogonanthum,
wfo-0000400169,Rhododendron pogonophyllum,Cowan & Davidian,Rhododendron,Pogonanthum,
wfo-0001048917,Rhododendron primuliflorum,Bureau & Franch.,Rhododendron,Pogonanthum,
wfo-0001230913,Rhododendron radendum,W.P.Fang,Rhododendron,Pogonanthum,
wfo-0001048912,Rhododendron rufescens,Franch.,Rhododendron,Pogonanthum,
wfo-0001048940,Rhododendron sargentianum,Rehder & E.H.Wilson,Rhododendron,Pogonanthum,
wfo-0001048911,Rhododendron trichostomum,Franch.,Rhododendron,Pogonanthum,
wfo-0001249390,Rhododendron tubulosum,Ching ex W.Y.Wang,Rhododendron,Pogonanthum,
wfo-0001344428,Rhododendron xiaoxueshanense,R.L.Liao & Y.P.Ma,Rhododendron,Pogonanthum,
wfo-0001281035,Rhododendron afghanicum,Aitch. & Hemsl.,Rhododendron,Rhododendron,Afghanica
wfo-0001048729,Rhododendron baileyi,Balf.f.,Rhododendron,Rhododendron,Baileya
wfo-0001230696,Rhododendron boothii,Nutt.,Rhododendron,Rhododendron,Boothia
wfo-0001230698,Rhododendron chrysodoron,Tagg ex Hutch.,Rhododendron,Rhododendron,Boothia
wfo-0001048740,Rhododendron dekatanum,Cowan,Rhododendron,Rhododendron,Boothia
wfo-0001275583,Rhododendron leptocarpum,Nutt.,Rhododendron,Rhododendron,Boothia
wfo-0001230700,Rhododendron leucaspis,Tagg,Rhododendron,Rhododendron,Boothia
wfo-0001048795,Rhododendron megeratum,Balf.f. & Forrest,Rhododendron,Rhododendron,Boothia
wfo-0001231552,Rhododendron nanjianense,K.M.Feng & Z.H.Yang,Rhododendron,Rhododendron,Boothia
wfo-0001230699,Rhododendron sulfureum,Franch.,Rhododendron,Rhododendron,Boothia
wfo-0001230701,Rhododendron camelliiflorum,Hook.f.,Rhododendron,Rhododendron,Camelliiflora
wfo-1000002513,Rhododendron shingbae,C.S.Purohit & Ram.Kumar,Rhododendron,Rhododendron,Camelliiflora
wfo-0001230885,Rhododendron campylogynum,Franch.,Rhododendron,Rhododendron,Campylogyna
wfo-0001047070,Rhododendron chapmanii,(Alph.Wood) A.Gray,Rhododendron,Rhododendron,Caroliniana
wfo-0001047075,Rhododendron minus,Michx.,Rhododendron,Rhododendron,Caroliniana
