taxonID,scianem,auth,subgenus,section,subsection
wfo-1000002488,Rhododendron chamahense,Rafidah,Vireya,Schistanthe,Euvireya
wfo-0000403051,Rhododendron christi,F.Först.,Vireya,Schistanthe,Euvireya
wfo-0000403055,Rhododendron christianae,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0001341950,Rhododendron cockburnii,"(Argent, A.Lamb & Phillipps) Craven",Vireya,Schistanthe,Euvireya
wfo-0000403025,Rhododendron commutatum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000403012,Rhododendron comparabile,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000403124,Rhododendron crassifolium,Stapf,Vireya,Schistanthe,Euvireya
wfo-0000400435,Rhododendron culminicola,F.Muell.,Vireya,Schistanthe,Euvireya
wfo-0000400442,Rhododendron curviflorum,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000400799,Rhododendron cuspidellum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000400812,Rhododendron englerianum,Koord.,Vireya,Schistanthe,Euvireya
wfo-0000400828,Rhododendron exuberans,(Sleumer) Argent,Vireya,Schistanthe,Euvireya
wfo-0000400632,Rhododendron glabrifilum,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000400638,Rhododendron glabriflorum,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000400656,Rhododendron gracilentum,F.Muell.,Vireya,Schistanthe,Euvireya
wfo-0000747100,Rhododendron heterolepis,Danet,Vireya,Schistanthe,Euvireya
wfo-0000400703,Rhododendron hirtolepidotum,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-1000002528,Rhododendron × hunsteinii,Argent,Vireya,Schistanthe,Euvireya
wfo-0000400690,Rhododendron impositum,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000400683,Rhododendron impressopunctatum,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000400674,Rhododendron intranervatum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000400693,Rhododendron javanicum,(Blume) Benn.,Vireya,Schistanthe,Euvireya
wfo-0000400043,Rhododendron jiewhoei,Argent,Vireya,Schistanthe,Euvireya
wfo-0000400040,Rhododendron × keditii,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000400037,Rhododendron kemulense,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000400053,Rhododendron kochii,Stein,Vireya,Schistanthe,Euvireya
wfo-0000400104,Rhododendron laetum,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000400096,Rhododendron lanceolatum,Ridl.,Vireya,Schistanthe,Euvireya
wfo-0000399963,Rhododendron leptobrachion,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000399954,Rhododendron leucogigas,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000399955,Rhododendron leytense,Merr.,Vireya,Schistanthe,Euvireya
wfo-0000399959,Rhododendron × liewianum,"Argent, A.Lamb & Phillipps",Vireya,Schistanthe,Euvireya
wfo-0000399913,Rhododendron loboense,H.F.Copel.,Vireya,Schistanthe,Euvireya
wfo-0000399915,Rhododendron lochiae,F.Muell.,Vireya,Schistanthe,Euvireya
wfo-0000399917,Rhododendron loerzingii,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000399918,Rhododendron lompohense,Argent,Vireya,Schistanthe,Euvireya
wfo-0000399916,Rhododendron longiflorum,Lindl.,Vireya,Schistanthe,Euvireya
wfo-0000399930,Rhododendron lowii,Hook.f.,Vireya,Schistanthe,Euvireya
wfo-0000399936,Rhododendron luraluense,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000399989,Rhododendron macgregoriae,F.Muell.,Vireya,Schistanthe,Euvireya
wfo-0000399979,Rhododendron madulidii,Argent,Vireya,Schistanthe,Euvireya
wfo-0000399968,Rhododendron maxwellii,Gibbs,Vireya,Schistanthe,Euvireya
wfo-0000406469,Rhododendron mendumiae,Argent,Vireya,Schistanthe,Euvireya
wfo-0000400285,Rhododendron milleri,Argent,Vireya,Schistanthe,Euvireya
wfo-0000400292,Rhododendron mindanaense,Merr.,Vireya,Schistanthe,Euvireya
wfo-0000400300,Rhododendron mollianum,Koord.,Vireya,Schistanthe,Euvireya
wfo-0000400259,Rhododendron monkoboense,Argent,Vireya,Schistanthe,Euvireya
wfo-1000075093,Rhododendron mulyaniae,Mambrasar,Vireya,Schistanthe,Euvireya
wfo-0000400362,Rhododendron nervosulum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-1000002529,Rhododendron × ootrichum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000400314,Rhododendron orbiculatum,Ridl.,Vireya,Schistanthe,Euvireya
wfo-0000400323,Rhododendron pachycarpon,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000400327,Rhododendron pachystigma,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000400216,Rhododendron perplexum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000400166,Rhododendron × planecostatum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000400159,Rhododendron polyanthemum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000400179,Rhododendron poremense,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000400183,Rhododendron praetervisum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000405495,Rhododendron rarilepidotum,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000405485,Rhododendron renschianum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000405488,Rhododendron retivenium,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000406458,Rhododendron reynosoi,Argent,Vireya,Schistanthe,Euvireya
wfo-0000405504,Rhododendron robinsonii,Ridl.,Vireya,Schistanthe,Euvireya
wfo-0000405517,Rhododendron rosendahlii,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000405391,Rhododendron rugosum,H.Low ex Hook.f.,Vireya,Schistanthe,Euvireya
wfo-0000405410,Rhododendron salicifolium,Becc.,Vireya,Schistanthe,Euvireya
wfo-0000405373,Rhododendron sayeri,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000405369,Rhododendron scabridibracteum,Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000405359,Rhododendron schlechteri,Lauterb.,Vireya,Schistanthe,Euvireya
wfo-0000405376,Rhododendron seranicum,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000405380,Rhododendron sessilifolium,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000744594,Rhododendron sojolense,Argent,Vireya,Schistanthe,Euvireya
wfo-0000405420,Rhododendron stenophyllum,Hook.f. ex Stapf,Vireya,Schistanthe,Euvireya
wfo-0000405418,Rhododendron stresemannii,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000405446,Rhododendron subulosum,J.J.Sm. ex Sleumer,Vireya,Schistanthe,Euvireya
wfo-0000405436,Rhododendron sumatranum,Merr.,Vireya,Schistanthe,Euvireya
wfo-1000002524,Rhododendron tjiasmantoi,"Mustaqim, Mambrasar & Hutabarat",Vireya,Schistanthe,Euvireya
wfo-0001341954,Rhododendron torajaense,Craven,Vireya,Schistanthe,Euvireya
wfo-0000405622,Rhododendron toxopei,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000405645,Rhododendron triumphans,Yersin & A.Chev.,Vireya,Schistanthe,Euvireya
wfo-0000405702,Rhododendron vanvuurenii,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000405735,Rhododendron verticillatum,H.Low ex Lindl.,Vireya,Schistanthe,Euvireya
wfo-0000405721,Rhododendron villosulum,J.J.Sm.,Vireya,Schistanthe,Euvireya
wfo-0000405701,Rhododendron viriosum,Craven,Vireya,Schistanthe,Euvireya
wfo-0000405680,Rhododendron wentianum,Koord.,Vireya,Schistanthe,Euvireya
wfo-0000405695,Rhododendron williamsii,Merr. ex H.F.Copel.,Vireya,Schistanthe,Euvireya
wfo-0000405573,Rhododendron xanthopetalum,Merr.,Vireya,Schistanthe,Euvireya
wfo-0000405540,Rhododendron yongii,Argent,Vireya,Schistanthe,Euvireya
wfo-0000405531,Rhododendron zoelleri,Warb.,Vireya,Schistanthe,Euvireya
wfo-0000400601,Rhododendron anagalliflorum,Wernham,Vireya,Schistanthe,Linnaeopsis
wfo-0000400467,Rhododendron caespitosum,Sleumer,Vireya,Schistanthe,Linnaeopsis
wfo-0000403319,Rhododendron capellae,Kores,Vireya,Schistanthe,Linnaeopsis
wfo-0000403024,Rhododendron coelorum,Wernham,Vireya,Schistanthe,Linnaeopsis
wfo-0000400744,Rhododendron disterigmoides,Sleumer,Vireya,Schistanthe,Linnaeopsis
wfo-0000400284,Rhododendron microphyllum,J.J.Sm.,Vireya,Schistanthe,Linnaeopsis
wfo-0000400256,Rhododendron muscicola,J.J.Sm.,Vireya,Schistanthe,Linnaeopsis
wfo-0000400334,Rhododendron oxycoccoides,Sleumer,Vireya,Schistanthe,Linnaeopsis
wfo-0000400188,Rhododendron parvulum,Sleumer,Vireya,Schistanthe,Linnaeopsis
wfo-0000400220,Rhododendron pusillum,J.J.Sm.,Vireya,Schistanthe,Linnaeopsis
wfo-0000405518,Rhododendron rubineiflorum,Craven,Vireya,Schistanthe,Linnaeopsis
wfo-0000405358,Rhododendron schizostigma,Sleumer,Vireya,Schistanthe,Linnaeopsis
wfo-0000405700,Rhododendron womersleyi,Sleumer,Vireya,Schistanthe,Linnaeopsis
wfo-0000405568,Rhododendron xenium,Gill.K.Br. & Craven,Vireya,Schistanthe,Linnaeopsis
wfo-0000400488,Rhododendron abietifolium,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400489,Rhododendron acrophilum,Merr. & Quisumb.,Vireya,Schistanthe,Malesia
wfo-0000400502,Rhododendron alternans,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400412,Rhododendron atropurpureum,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400373,Rhododendron bagobonum,H.F.Copel.,Vireya,Schistanthe,Malesia
wfo-0000400377,Rhododendron banghamiorum,(J.J.Sm.) Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400450,Rhododendron brassii,Sleumer,Vireya,Schistanthe,Malesia
wfo-1000002487,Rhododendron brentelii,Argent,Vireya,Schistanthe,Malesia
wfo-0000400476,Rhododendron burttii,P.Woods,Vireya,Schistanthe,Malesia
wfo-0000400464,Rhododendron buxifolium,H.Low ex Hook.f.,Vireya,Schistanthe,Malesia
wfo-0000400432,Rhododendron calosanthes,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000403058,Rhododendron chevalieri,Dop,Vireya,Schistanthe,Malesia
wfo-0000403001,Rhododendron citrinum,(Hassk.) Hassk.,Vireya,Schistanthe,Malesia
wfo-0000403015,Rhododendron commonae,F.Först.,Vireya,Schistanthe,Malesia
wfo-0000403117,Rhododendron × coriifolium,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000403118,Rhododendron cornu-bovis,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400789,Rhododendron flavoviride,J.J.Sm.,Vireya,Schistanthe,Malesia
wfo-0000400802,Rhododendron frey-wysslingii,J.J.Sm.,Vireya,Schistanthe,Malesia
wfo-0000400791,Rhododendron × fuchsii,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400627,Rhododendron hatamense,Becc.,Vireya,Schistanthe,Malesia
wfo-0000400619,Rhododendron helodes,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400686,Rhododendron inconspicuum,J.J.Sm.,Vireya,Schistanthe,Malesia
wfo-0000400105,Rhododendron lamii,J.J.Sm.,Vireya,Schistanthe,Malesia
wfo-0000399964,Rhododendron leptomorphum,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400177,Rhododendron meijeri,"Argent, A.Lamb & Phillipps",Vireya,Schistanthe,Malesia
wfo-0000400260,Rhododendron multicolor,Miq.,Vireya,Schistanthe,Malesia
wfo-0000400258,Rhododendron myrsinites,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400268,Rhododendron × nebulicola,Danet,Vireya,Schistanthe,Malesia
wfo-0000400349,Rhododendron nieuwenhuisii,J.J.Sm.,Vireya,Schistanthe,Malesia
wfo-0000400356,Rhododendron nubicola,Wernham,Vireya,Schistanthe,Malesia
wfo-0000400198,Rhododendron papuanum,Becc.,Vireya,Schistanthe,Malesia
wfo-0000400191,Rhododendron pauciflorum,King & Gamble,Vireya,Schistanthe,Malesia
wfo-0000400180,Rhododendron porphyranthes,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400229,Rhododendron pseudobuxifolium,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000400242,Rhododendron pubigermen,J.J.Sm.,Vireya,Schistanthe,Malesia
wfo-0000400227,Rhododendron purpureiflorum,J.J.Sm.,Vireya,Schistanthe,Malesia
wfo-0000400221,Rhododendron pyrrhophorum,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000405502,Rhododendron rhodostomum,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000405501,Rhododendron ripleyi,Merr.,Vireya,Schistanthe,Malesia
wfo-0000405524,Rhododendron rousei,Argent & Madulid,Vireya,Schistanthe,Malesia
wfo-0000405522,Rhododendron rubrobracteatum,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000405387,Rhododendron × sarcodes,Argent & Madulid,Vireya,Schistanthe,Malesia
wfo-0000405370,Rhododendron scarlatinum,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000405456,Rhododendron simulans,J.J.Sm. ex Sleumer,Vireya,Schistanthe,Malesia
wfo-0000405416,Rhododendron stevensianum,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000405444,Rhododendron subcrenulatum,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000405440,Rhododendron subuliferum,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000405435,Rhododendron sugaui,Argent,Vireya,Schistanthe,Malesia
wfo-0000405653,Rhododendron takeuchii,Argent,Vireya,Schistanthe,Malesia
wfo-0000405649,Rhododendron taxifolium,Merr.,Vireya,Schistanthe,Malesia
wfo-0000405641,Rhododendron tuhanense,Argent & T.J.Barkman,Vireya,Schistanthe,Malesia
wfo-0000405712,Rhododendron ultimum,Wernham,Vireya,Schistanthe,Malesia
wfo-0000405730,Rhododendron vidalii,Rolfe,Vireya,Schistanthe,Malesia
wfo-0000405725,Rhododendron vinkii,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000405687,Rhododendron vitis-idaea,Sleumer,Vireya,Schistanthe,Malesia
wfo-0000405691,Rhododendron whiteheadii,Rendle,Vireya,Schistanthe,Malesia
wfo-1000002525,Rhododendron widjajae,Argent & Mambrasar,Vireya,Schistanthe,Malesia
wfo-0000406461,Rhododendron wilkiei,Argent,Vireya,Schistanthe,Malesia
wfo-0000405570,Rhododendron wrightianum,Koord.,Vireya,Schistanthe,Malesia
wfo-0000405367,Rhododendron saxifragoides,J.J.Sm.,Vireya,Schistanthe,Saxifragoidea
wfo-0000405458,Rhododendron × sheilae,Sleumer,Vireya,Schistanthe,
wfo-0000400507,Rhododendron alborugosum,Argent & J.Dransf.,Vireya,Schistanthe,Solenovireya
wfo-0000400403,Rhododendron archboldianum,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000400405,Rhododendron armitii,F.M.Bailey,Vireya,Schistanthe,Solenovireya
wfo-0000400462,Rhododendron brachypodarium,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000403302,Rhododendron carrii,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000403303,Rhododendron carringtoniae,F.Muell.,Vireya,Schistanthe,Solenovireya
wfo-0000403304,Rhododendron carstensense,Wernham,Vireya,Schistanthe,Solenovireya
wfo-0000403009,Rhododendron cinerascens,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000400445,Rhododendron cruttwellii,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000400746,Rhododendron edanoi,Merr. & Quisumb.,Vireya,Schistanthe,Solenovireya
wfo-0000400666,Rhododendron goodenoughii,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000400624,Rhododendron hartleyi,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000400691,Rhododendron jasminiflorum,Hook.,Vireya,Schistanthe,Solenovireya
wfo-0000400098,Rhododendron lambianum,Argent,Vireya,Schistanthe,Solenovireya
wfo-0000399935,Rhododendron loranthiflorum,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000399980,Rhododendron macrosiphon,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-1000002498,Rhododendron majus,(J.J.Sm.) Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000400295,Rhododendron mogeanum,Argent,Vireya,Schistanthe,Solenovireya
wfo-0000400254,Rhododendron multinervium,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-1000002501,Rhododendron muscipulum,Danet,Vireya,Schistanthe,Solenovireya
wfo-0000400273,Rhododendron natalicium,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000400345,Rhododendron niveoflorum,Argent,Vireya,Schistanthe,Solenovireya
wfo-0000400320,Rhododendron oliganthum,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000400310,Rhododendron oreadum,Wernham,Vireya,Schistanthe,Solenovireya
wfo-0000400171,Rhododendron pleianthum,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000400234,Rhododendron pseudotrichanthum,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000405492,Rhododendron radians,J.J.Sm.,Vireya,Schistanthe,Solenovireya
wfo-0000405489,Rhododendron retrorsipilum,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000405510,Rhododendron rhodoleucum,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000405513,Rhododendron rhodosalpinx,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000405515,Rhododendron roseiflorum,P.F.Stevens,Vireya,Schistanthe,Solenovireya
wfo-0000405392,Rhododendron ruttenii,J.J.Sm.,Vireya,Schistanthe,Solenovireya
wfo-0000405429,Rhododendron stapfianum,Hemsl. ex Prain,Vireya,Schistanthe,Solenovireya
wfo-0000405421,Rhododendron suaveolens,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000405441,Rhododendron syringoideum,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000405631,Rhododendron tuba,Sleumer,Vireya,Schistanthe,Solenovireya
wfo-0000400506,Rhododendron agathodaemonis,J.J.Sm.,Vireya,Siphonovireya,
wfo-0000403008,Rhododendron cinchoniflorum,Sleumer,Vireya,Siphonovireya,
wfo-0001332431,Rhododendron × diversiflorum,Danet,Vireya,Siphonovireya,
wfo-0000507898,Rhododendron dutartrei,Danet,Vireya,Siphonovireya,
wfo-0000400635,Rhododendron gideonii,Argent,Vireya,Siphonovireya,
wfo-0000400616,Rhododendron habbemae,Koord.,Vireya,Siphonovireya,
wfo-0000400714,Rhododendron herzogii,Warb.,Vireya,Siphonovireya,
wfo-0000400685,Rhododendron incommodum,Sleumer,Vireya,Siphonovireya,
wfo-0000507899,Rhododendron kogo,Danet,Vireya,Siphonovireya,
wfo-0000400236,Rhododendron protandrum,Sleumer,Vireya,Siphonovireya,
wfo-0000400238,Rhododendron × psammogenes,Sleumer,Vireya,Siphonovireya,
wfo-0000405383,Rhododendron searleanum,Sleumer,Vireya,Siphonovireya,
wfo-1000002514,Rhododendron siobriense,Argent,Vireya,Siphonovireya,
